0.004120, 0.005648, 0.007418, 0.009418, 0.011631, 0.014028, 0.016578, 0.019238, 0.021965, 0.024706, 0.027410, 0.030021, 0.032484, 0.034745, 0.036755, 0.038466, 0.039841, 0.040847, 0.041461, 0.041667, 0.041461, 0.040847, 0.039841, 0.038466, 0.036755, 0.034745, 0.032484, 0.030021, 0.027410, 0.024706, 0.021965, 0.019238, 0.016578, 0.014028, 0.011631, 0.009418, 0.007418, 0.005648, 0.004120\n
-0.003760, -0.003057, -0.001824, 0.000000, 0.002456, 0.005558, 0.009290, 0.013604, 0.018421, 0.023631, 0.029099, 0.034665, 0.040158, 0.045397, 0.050201, 0.054400, 0.057841, 0.060396, 0.061969, 0.062500, 0.061969, 0.060396, 0.057841, 0.054400, 0.050201, 0.045397, 0.040158, 0.034665, 0.029099, 0.023631, 0.018421, 0.013604, 0.009290, 0.005558, 0.002456, 0.000000, -0.001824, -0.003057, -0.003760\n
-0.006537, -0.007987, -0.009031, -0.009418, -0.008902, -0.007262, -0.004328, 0.000000, 0.005734, 0.012789, 0.020979, 0.030021, 0.039550, 0.049137, 0.058319, 0.066626, 0.073617, 0.078911, 0.082212, 0.083333, 0.082212, 0.078911, 0.073617, 0.066626, 0.058319, 0.049137, 0.039550, 0.030021, 0.020979, 0.012789, 0.005734, 0.000000, -0.004328, -0.007262, -0.008902, -0.009418, -0.009031, -0.007987, -0.006537\n
-0.000443, -0.003057, -0.006165, -0.009418, -0.012347, -0.014399, -0.014996, -0.013604, -0.009799, -0.003339, 0.005788, 0.017333, 0.030784, 0.045397, 0.060247, 0.074312, 0.086565, 0.096076, 0.102103, 0.104167, 0.102103, 0.096076, 0.086565, 0.074312, 0.060247, 0.045397, 0.030784, 0.017333, 0.005788, -0.003339, -0.009799, -0.013604, -0.014996, -0.014399, -0.012347, -0.009418, -0.006165, -0.003057, -0.000443\n
0.006252, 0.005648, 0.003578, -0.000000, -0.004818, -0.010270, -0.015448, -0.019238, -0.020468, -0.018086, -0.011354, 0.000000, 0.015669, 0.034745, 0.055780, 0.076933, 0.096186, 0.111597, 0.121556, 0.125000, 0.121556, 0.111597, 0.096186, 0.076933, 0.055780, 0.034745, 0.015669, 0.000000, -0.011354, -0.018086, -0.020468, -0.019238, -0.015448, -0.010270, -0.004818, -0.000000, 0.003578, 0.005648, 0.006252\n
0.004462, 0.007379, 0.009330, 0.009418, 0.006994, 0.001896, -0.005375, -0.013604, -0.020978, -0.025359, -0.024669, -0.017333, -0.002678, 0.018804, 0.045393, 0.074312, 0.102110, 0.125209, 0.140490, 0.145833, 0.140490, 0.125209, 0.102110, 0.074312, 0.045393, 0.018804, -0.002678, -0.017333, -0.024669, -0.025359, -0.020978, -0.013604, -0.005375, 0.001896, 0.006994, 0.009418, 0.009330, 0.007379, 0.004462\n
0.006252, 0.005648, 0.003578, -0.000000, -0.004818, -0.010270, -0.015448, -0.019238, -0.020468, -0.018086, -0.011354, 0.000000, 0.015669, 0.034745, 0.055780, 0.076933, 0.096186, 0.111597, 0.121556, 0.125000, 0.121556, 0.111597, 0.096186, 0.076933, 0.055780, 0.034745, 0.015669, 0.000000, -0.011354, -0.018086, -0.020468, -0.019238, -0.015448, -0.010270, -0.004818, -0.000000, 0.003578, 0.005648, 0.006252\n
-0.006637, -0.007379, -0.005195, 0.000000, 0.006994, 0.013418, 0.016399, 0.013604, 0.004322, -0.009788, -0.024669, -0.034665, -0.034045, -0.018804, 0.011779, 0.054400, 0.102110, 0.145809, 0.176473, 0.187500, 0.176473, 0.145809, 0.102110, 0.054400, 0.011779, -0.018804, -0.034045, -0.034665, -0.024669, -0.009788, 0.004322, 0.013604, 0.016399, 0.013418, 0.006994, 0.000000, -0.005195, -0.007379, -0.006637\n
-0.000883, -0.005648, -0.009270, -0.009418, -0.004818, 0.003759, 0.013265, 0.019238, 0.017576, 0.006620, -0.011354, -0.030021, -0.040595, -0.034745, -0.007881, 0.038466, 0.096186, 0.152444, 0.193368, 0.208333, 0.193368, 0.152444, 0.096186, 0.038466, -0.007881, -0.034745, -0.040595, -0.030021, -0.011354, 0.006620, 0.017576, 0.019238, 0.013265, 0.003759, -0.004818, -0.009418, -0.009270, -0.005648, -0.000883\n
0.006070, 0.003057, -0.003005, -0.009418, -0.012347, -0.008841, 0.001094, 0.013604, 0.022107, 0.020292, 0.005788, -0.017333, -0.038772, -0.045397, -0.026704, 0.019912, 0.086565, 0.156472, 0.209436, 0.229167, 0.209436, 0.156472, 0.086565, 0.019912, -0.026704, -0.045397, -0.038772, -0.017333, 0.005788, 0.020292, 0.022107, 0.013604, 0.001094, -0.008841, -0.012347, -0.009418, -0.003005, 0.003057, 0.006070\n
